method,n_tiles,gold_pore_frac_mean,pred_pore_frac_mean,bias_mean(pred-gold),ci95_low,ci95_high,bias_sd
PLANKSTER,81,0.3379539207175926,0.38530213155864196,0.047348210841049385,0.012221046730324075,0.08542955186631944,0.16644621868589202
