method,n_tiles,gold_pore_frac_mean,pred_pore_frac_mean,bias_mean(pred-gold),ci95_low,ci95_high,bias_sd
SAMJ,81,0.3379539207175926,0.07211492091049383,-0.26583899980709874,-0.3034216610001929,-0.22525883427372687,0.17937346002002433
