method,n_tiles,gold_pore_frac_mean,pred_pore_frac_mean,bias_mean(pred-gold),ci95_low,ci95_high,bias_sd
60%,81,0.3379539207175926,0.6324206693672839,0.29446674864969136,0.25170777874228395,0.340077492042824,0.2046169099337464
