metric,mean,sd
accuracy,0.7564772617669753,0.1136475729538035
balanced_accuracy,0.7409417412421999,0.08838135200090894
f1_dice,0.6350408793583834,0.1601848744551187
iou_jaccard,0.4827291846608828,0.15314224976534535
mcc,0.4696502493929072,0.16057102114681773
precision,0.6283979829319369,0.2019744414217688
recall,0.696161906627257,0.15432901075918873
specificity,0.7857215758571428,0.15968962447876042

metric,total
FN_total,27953.0
FP_total,29742.0
TN_total,141894.0
TP_total,66667.0
