method,n_tiles,gold_pore_frac_mean,pred_pore_frac_mean,bias_mean(pred-gold),ci95_low,ci95_high,bias_sd
PORED2,81,0.3379539207175926,0.6639268663194444,0.32597294560185186,0.27425928940007716,0.38000691731770836,0.24145687125319848
