method,n_tiles,gold_pore_frac_mean,pred_pore_frac_mean,bias_mean(pred-gold),ci95_low,ci95_high,bias_sd
OTSU,81,0.3379539207175926,0.21924430941358025,-0.11870961130401235,-0.16109671887056326,-0.07895251615547844,0.18943346559282423
