method,n_tiles,gold_pore_frac_mean,pred_pore_frac_mean,bias_mean(pred-gold),ci95_low,ci95_high,bias_sd
SEMI,81,0.3379539207175926,0.5718466676311729,0.23389274691358025,0.18438472041377313,0.28538245683834873,0.22982178082978763
