metric,mean,sd
accuracy,0.6918915171682098,0.1322615217699409
balanced_accuracy,0.538006808969032,0.08757396601362687
f1_dice,0.12620778121689977,0.24541761267560358
iou_jaccard,0.09275507875019606,0.1988597468797804
mcc,0.09496363148710849,0.19051602103721196
precision,0.21274322773125554,0.3555897283639498
recall,0.11164047516006445,0.23561073029539092
specificity,0.9643731427779996,0.10987083562571559

metric,total
FN_total,81381.0
FP_total,4027.0
TN_total,167609.0
TP_total,13239.0
