metric,mean,sd
accuracy,0.7809244791666666,0.08769444930367558
balanced_accuracy,0.7116810043457898,0.12263590522774963
f1_dice,0.541360217470064,0.2578351924389772
iou_jaccard,0.4121915906827277,0.23874291436504283
mcc,0.4677137524008189,0.20856589589206806
precision,0.7381788851318065,0.27919702788479017
recall,0.5380935369189164,0.31852647185449523
specificity,0.8852684717726632,0.15935670789722234

metric,total
FN_total,41468.0
FP_total,13246.0
TN_total,158390.0
TP_total,53152.0
