method,n_tiles,gold_pore_frac_mean,pred_pore_frac_mean,bias_mean(pred-gold),ci95_low,ci95_high,bias_sd
UNET,81,0.3379539207175926,0.5311776620370371,0.19322374131944445,0.16204140745563272,0.22698206018518519,0.15652904389072528
