metric,mean,sd
accuracy,0.5569058641975309,0.1587659558474503
balanced_accuracy,0.5906079802112569,0.0971831483415446
f1_dice,0.5109503616435779,0.18995104858924539
iou_jaccard,0.36430698984237203,0.1701916482476873
mcc,0.18369468887188317,0.1798017199558862
precision,0.40722886328552027,0.17014905931526608
recall,0.7865864651299285,0.2651110815653844
specificity,0.3946294952925855,0.29226096316689526

metric,total
FN_total,18034.0
FP_total,92404.0
TN_total,79232.0
TP_total,76586.0
