metric,mean,sd
accuracy,0.6710762683256173,0.17899736479809433
balanced_accuracy,0.7332393452201648,0.10623259394336751
f1_dice,0.6497001669761423,0.17243495756554378
iou_jaccard,0.5026315839601326,0.17271506588743654
mcc,0.46060861730859326,0.18910749465605156
precision,0.5261900520466392,0.187231002726109
recall,0.9436450709931777,0.07655483483867628
specificity,0.5228336194471516,0.2545242408720411

metric,total
FN_total,5566.0
FP_total,70818.0
TN_total,100818.0
TP_total,89054.0
