metric,mean,sd
accuracy,0.6282190393518519,0.1479580218078104
balanced_accuracy,0.510687650392478,0.07781683022848562
f1_dice,0.1380244650690254,0.1767812639592549
iou_jaccard,0.08516680909463788,0.11844483192632065
mcc,0.016161803832938897,0.15333666893609454
precision,0.24090296927726862,0.2755018884446341
recall,0.1397442399390352,0.2242518807612304
specificity,0.8816310608459209,0.17051391336325236

metric,total
FN_total,81388.0
FP_total,24155.0
TN_total,147481.0
TP_total,13232.0
