method,n_tiles,gold_pore_frac_mean,pred_pore_frac_mean,bias_mean(pred-gold),ci95_low,ci95_high,bias_sd
ILASTIK,81,0.3379539207175926,0.2724217544367284,-0.0655321662808642,-0.10451614945023148,-0.02377281659915128,0.1917399586688306
