method,n_tiles,gold_pore_frac_mean,pred_pore_frac_mean,bias_mean(pred-gold),ci95_low,ci95_high,bias_sd
OVAL,81,0.3379539207175926,0.12254352334104938,-0.21541039737654322,-0.26224033685378084,-0.1676398383246528,0.2248328012446336
