dataset_label,file_label,filename_full,px_size_um,mean_Off_hist_um,poresize_single_um,pore1_double_um,pore2_double_um,PoreCombined_double_um,fracAmp1,fracAmp2,Poresize_Weitz_um,gof_single_R2,gof_double_R2,n_voids
CRYO-SEM X10000 [1],FREEHAND,C:\Users\walsh\Downloads\CRYO-SEM Accuracy INTERNAL\CRYO-SEM X10000\CRYO-SEM X10000 [1]\FREEHAND.tif,0.00934375003241113,0.781155259508453,0.830914494042911,0.828688788031718,-0.210252050725203,-0.281732158822732,0.99999999999999,9.8397043294187e-15,NaN,0.879230747227615,0.879425491844119,3052
