dataset_label,file_label,filename_full,px_size_um,mean_Off_hist_um,poresize_single_um,pore1_double_um,pore2_double_um,PoreCombined_double_um,fracAmp1,fracAmp2,Poresize_Weitz_um,gof_single_R2,gof_double_R2,n_voids
CRYO-SEM X10000 [1],ILASTIK,C:\Users\walsh\Downloads\CRYO-SEM Accuracy INTERNAL\CRYO-SEM X10000\CRYO-SEM X10000 [1]\ILASTIK.tif,0.00934375003241113,0.356179921712636,0.360912244068615,0.510881159888307,0.510506500062263,0.255346880629976,0.499410584485548,0.500589415514452,NaN,0.96825194465394,0.970287170897134,6539
