xi_um,P_xi
0.0467187501620557,0.0656976744186046
0.0934375003241113,0.0337209302325581
0.140156250486167,0.0302325581395349
0.186875000648223,0.0459302325581395
0.233593750810278,0.0267441860465116
0.280312500972334,0.0395348837209302
0.32703125113439,0.0284883720930233
0.373750001296445,0.0377906976744186
0.420468751458501,0.0197674418604651
0.467187501620557,0.0377906976744186
0.513906251782612,0.013953488372093
0.560625001944668,0.00872093023255814
0.607343752106724,0.00872093023255814
0.654062502268779,0.00697674418604651
0.700781252430835,0.00988372093023256
0.747500002592891,0.0104651162790698
0.794218752754946,0.011046511627907
0.840937502917002,0.0145348837209302
0.887656253079058,0.0186046511627907
0.934375003241113,0.0116279069767442
0.981093753403169,0.00697674418604651
1.02781250356522,0.00872093023255814
1.07453125372728,0.0255813953488372
1.12125000388934,0.013953488372093
1.16796875405139,0.00930232558139535
1.21468750421345,0.00406976744186047
1.2614062543755,0.00872093023255814
1.30812500453756,0.00348837209302326
1.35484375469961,0.00813953488372093
1.40156250486167,0.00465116279069767
1.44828125502373,0.0186046511627907
1.49500000518578,0.0162790697674419
1.54171875534784,0.0145348837209302
1.58843750550989,0.0191860465116279
1.63515625567195,0.0063953488372093
1.681875005834,0.00755813953488372
1.72859375599606,0.00290697674418605
1.77531250615812,0.00872093023255814
1.82203125632017,0.0063953488372093
1.86875000648223,0.00290697674418605
1.91546875664428,0.00813953488372093
1.96218750680634,0.00988372093023256
2.00890625696839,0.00523255813953488
2.05562500713045,0.00930232558139535
2.1023437572925,0.00581395348837209
2.14906250745456,0.00406976744186047
2.19578125761662,0.00755813953488372
2.24250000777867,0.00697674418604651
2.28921875794073,0.0145348837209302
2.33593750810278,0.00930232558139535
2.38265625826484,0.00406976744186047
2.42937500842689,0.00406976744186047
2.47609375858895,0.00465116279069767
2.52281250875101,0.000581395348837209
2.56953125891306,0.00465116279069767
2.61625000907512,0.0063953488372093
2.66296875923717,0.00406976744186047
2.70968750939923,0.00406976744186047
2.75640625956128,0.0156976744186047
2.80312500972334,0.0133720930232558
2.8498437598854,0.00523255813953488
2.89656251004745,0.00465116279069767
2.94328126020951,0.0104651162790698
2.99000001037156,0.00755813953488372
3.03671876053362,0.00290697674418605
3.08343751069567,0.00348837209302326
3.13015626085773,0.00232558139534884
3.17687501101978,0
3.22359376118184,0
3.2703125113439,0
3.31703126150595,0
3.36375001166801,0
3.41046876183006,0.00232558139534884
3.45718751199212,0.00465116279069767
3.50390626215417,0
3.55062501231623,0.00116279069767442
3.59734376247829,0.00174418604651163
3.64406251264034,0.000581395348837209
3.6907812628024,0.00988372093023256
3.73750001296445,0.00523255813953488
3.78421876312651,0.00232558139534884
3.83093751328856,0.00348837209302326
3.87765626345062,0.00406976744186047
3.92437501361268,0.00465116279069767
3.97109376377473,0.00813953488372093
4.01781251393679,0.00174418604651163
4.06453126409884,0.00697674418604651
4.1112500142609,0.00348837209302326
4.15796876442295,0.00406976744186047
4.20468751458501,0.000581395348837209
4.25140626474707,0.00116279069767442
4.29812501490912,0.00290697674418605
4.34484376507118,0.00116279069767442
4.39156251523323,0.00232558139534884
4.43828126539529,0
4.48500001555734,0.0063953488372093
4.5317187657194,0.00465116279069767
4.57843751588145,0.00290697674418605
4.62515626604351,0.00348837209302326
4.67187501620557,0.00930232558139535
4.71859376636762,0.000581395348837209
4.76531251652968,0.000581395348837209
4.81203126669173,0.00116279069767442
4.85875001685379,0
4.90546876701584,0
4.9521875171779,0
4.99890626733996,0.00290697674418605
5.04562501750201,0.00116279069767442
5.09234376766407,0.000581395348837209
5.13906251782612,0
5.18578126798818,0
5.23250001815023,0
5.27921876831229,0
5.32593751847435,0
5.3726562686364,0.00348837209302326
5.41937501879846,0.00290697674418605
5.46609376896051,0.00232558139534884
5.51281251912257,0.00116279069767442
5.55953126928462,0
5.60625001944668,0.000581395348837209
5.65296876960874,0
5.69968751977079,0
5.74640626993285,0
5.7931250200949,0.00348837209302326
5.83984377025696,0.00116279069767442
5.88656252041901,0
5.93328127058107,0
5.98000002074312,0.022093023255814
