xi_um,P_xi
0.0467187501620557,0.111641419381614
0.0934375003241113,0.133222660302967
0.140156250486167,0.102510894376427
0.186875000648223,0.0653662585598672
0.233593750810278,0.0653662585598672
0.280312500972334,0.0558207096908072
0.32703125113439,0.0591409006017846
0.373750001296445,0.0417098983191534
0.420468751458501,0.0398422909317286
0.467187501620557,0.0348620045652625
0.513906251782612,0.0377671716123677
0.560625001944668,0.0222037767171612
0.607343752106724,0.0166009545548869
0.654062502268779,0.0149408590993982
0.700781252430835,0.0151483710313343
0.747500002592891,0.0211662170574808
0.794218752754946,0.0172234903506952
0.840937502917002,0.0122432039842291
0.887656253079058,0.0128657397800374
0.934375003241113,0.0103755965968043
0.981093753403169,0.0107906204606765
1.02781250356522,0.014525835235526
1.07453125372728,0.0116206681884208
1.12125000388934,0.0060178460261465
1.16796875405139,0.00394272670678564
1.21468750421345,0.00290516704710521
1.2614062543755,0.00352770284291347
1.30812500453756,0.0045652625025939
1.35484375469961,0.00352770284291347
1.40156250486167,0.00394272670678564
1.44828125502373,0.00249014318323304
1.49500000518578,0.00352770284291347
1.54171875534784,0.00643286989001868
1.58843750550989,0.0014525835235526
1.63515625567195,0.00207511931936086
1.681875005834,0.000622535795808259
1.72859375599606,0.000830047727744345
1.77531250615812,0.00581033409421042
1.82203125632017,0.00352770284291347
1.86875000648223,0.00207511931936086
1.91546875664428,0.00124507159161652
1.96218750680634,0.00290516704710521
2.00890625696839,0.000622535795808259
2.05562500713045,0.0014525835235526
2.1023437572925,0.00166009545548869
2.14906250745456,0.00186760738742478
2.19578125761662,0
2.24250000777867,0
2.28921875794073,0
2.33593750810278,0.00124507159161652
2.38265625826484,0.000415023863872173
2.42937500842689,0.000622535795808259
2.47609375858895,0.000415023863872173
2.52281250875101,0.000622535795808259
2.56953125891306,0
2.61625000907512,0.000207511931936086
2.66296875923717,0.0014525835235526
2.70968750939923,0
2.75640625956128,0.000207511931936086
2.80312500972334,0.000207511931936086
2.8498437598854,0
2.89656251004745,0
2.94328126020951,0
2.99000001037156,0
3.03671876053362,0
3.08343751069567,0
3.13015626085773,0
3.17687501101978,0
3.22359376118184,0
3.2703125113439,0
3.31703126150595,0.000622535795808259
