Pore_single_um,Pore1_double_um,Pore2_double_um,Pore_combined_um,FracAmp1,FracAmp2,Pore_Weitz_um,TotalCounts,MeanVoid_um,MaxVoid_um
0.152006793998136,0.132162197155969,1.01935505204452,0.116993647688542,0.957544015437126,0.0424559845628746,NaN,41909,0.394970696805394,5.98000002074312
