dataset_label,file_label,filename_full,px_size_um,mean_Off_hist_um,poresize_single_um,pore1_double_um,pore2_double_um,PoreCombined_double_um,fracAmp1,fracAmp2,Poresize_Weitz_um,gof_single_R2,gof_double_R2,n_voids
CRYO-SEM X10000 [1],60%,C:\Users\walsh\Downloads\CRYO-SEM Accuracy INTERNAL\CRYO-SEM X10000\CRYO-SEM X10000 [1]\60%.tif,0.00934375003241113,0.112139853841543,0.0912296487543965,0.117228775322237,0.121446713363159,0.059650237034772,0.538226869582789,0.46177313041721,NaN,0.996418597935897,0.996968931466987,10065
