dataset_label,file_label,filename_full,px_size_um,mean_Off_hist_um,poresize_single_um,pore1_double_um,pore2_double_um,PoreCombined_double_um,fracAmp1,fracAmp2,Poresize_Weitz_um,gof_single_R2,gof_double_R2,n_voids
CRYO-SEM X10000 [1],OVAL,C:\Users\walsh\Downloads\CRYO-SEM Accuracy INTERNAL\CRYO-SEM X10000\CRYO-SEM X10000 [1]\OVAL.tif,0.00934375003241113,0.783567546649012,0.653099834774839,0.652614028710141,-0.198499727057394,-0.285266740336773,0.999999999999997,3.37181334826014e-15,NaN,0.938472681686614,0.939313183896782,3073
