Filename,Object,Area,CentroidX,CentroidY,Perimeter,Circularity,AR,Roundness,Feret,Major,Minor,Angle

CRYO-SEM pp x10000a.tif,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA

